do, do, do, do, la, mi, so, so, so
la, re, ti, mi, mi, la, ti, mi, fa
la, re, ti, re, do, la, la, do, so
la, re, ti, re, la, re, mi, mi, la
la, re, ti, re, mi, fa, mi, re, do
la, re, ti, so, do, mi, fa, re, ti
la, re, ti, so, so, mi, so, so, ti
la, re, ti, ti, mi, la, mi, mi, so
la, so, do, do, la, fa, fa, la, so
la, so, do, fa, do, re, mi, do, ti
la, so, do, fa, mi, re, do, fa, so
la, so, do, la, fa, ti, ti, do, fa
la, so, do, la, so, ti, la, so, mi
la, so, do, la, ti, fa, so, la, fa
la, so, do, la, ti, ti, mi, re, mi
la, so, do, mi, fa, ti, la, mi, la
la, so, do, re, do, so, mi, so, fa
la, so, do, re, re, do, do, la, fa
la, so, do, re, so, re, ti, so, ti
la, so, do, so, re, ti, so, do, mi
la, so, do, so, ti, do, do, la, ti
la, so, do, so, ti, mi, so, so, do
la, so, do, ti, re, do, so, la, la
la, so, fa, do, do, mi, ti, ti, re
la, so, fa, do, ti, do, ti, ti, fa
la, so, fa, fa, fa, ti, so, mi, fa
la, so, fa, fa, la, mi, do, so, la
la, so, fa, fa, re, ti, re, re, so
la, so, fa, la, do, so, ti, do, ti
la, so, fa, la, fa, mi, re, so, so
la, so, fa, la, so, re, la, do, re
la, so, fa, mi, do, la, do, do, fa
la, so, fa, re, do, re, mi, so, ti
la, so, fa, re, fa, ti, ti, re, ti
la, so, fa, re, ti, ti, re, ti, mi
la, so, fa, so, do, do, re, fa, ti
la, so, fa, so, do, la, fa, la, mi
la, so, fa, so, fa, re, do, do, ti
la, so, fa, so, mi, re, fa, so, ti
la, so, fa, ti, do, mi, la, do, fa
la, so, fa, ti, mi, do, mi, re, do
la, so, fa, ti, so, do, mi, do, fa
la, so, la, do, re, la, do, fa, ti
la, so, la, la, la, fa, fa, so, fa
la, so, la, mi, do, mi, la, ti, la
la, so, la, mi, re, la, ti, so, fa
la, so, la, re, fa, la, fa, la, do
la, so, la, re, so, re, fa, la, mi
la, so, la, re, ti, re, do, la, re
la, so, la, so, do, la, re, ti, re
la, so, la, so, re, fa, ti, fa, re
la, so, la, ti, ti, ti, la, do, la
la, so, mi, fa, re, ti, so, re, ti
la, so, mi, fa, ti, so, do, mi, re
la, so, mi, mi, do, fa, so, la, so
la, so, mi, mi, fa, do, la, fa, re
la, so, mi, mi, fa, so, mi, re, so
la, so, mi, mi, mi, mi, re, mi, fa
la, so, mi, mi, mi, re, ti, re, mi
la, so, mi, mi, ti, fa, re, so, ti
la, so, mi, re, so, so, la, so, re
la, so, mi, re, ti, re, fa, mi, so
la, so, mi, so, do, ti, la, do, la
la, so, mi, so, la, do, do, do, ti
la, so, mi, so, re, ti, re, la, mi
la, so, mi, ti, la, re, re, do, fa
la, so, mi, ti, re, do, re, ti, re
la, so, mi, ti, so, la, la, mi, ti
la, so, re, do, fa, ti, la, ti, so
la, so, re, do, ti, re, so, mi, re
la, so, re, fa, mi, ti, do, mi, so
la, so, re, la, do, so, ti, mi, re
la, so, re, mi, do, ti, la, do, mi
la, so, re, mi, la, so, so, la, ti
la, so, re, mi, re, do, mi, fa, so
la, so, re, mi, so, re, la, la, la
la, so, re, re, do, fa, do, do, la
la, so, re, re, re, fa, so, fa, do
la, so, re, re, re, re, do, so, so
la, so, re, re, re, so, la, re, la
la, so, re, re, so, la, fa, re, ti
la, so, re, re, ti, la, re, la, so
la, so, re, re, ti, re, mi, re, so
la, so, re, so, so, ti, la, do, mi
la, so, so, do, fa, la, la, do, ti
la, so, so, do, fa, la, so, re, mi
la, so, so, do, la, do, do, ti, so
la, so, so, do, mi, mi, re, fa, do
la, so, so, la, re, do, re, mi, re
la, so, so, mi, do, mi, do, ti, la
la, so, so, mi, fa, re, fa, re, ti
la, so, so, mi, la, do, mi, re, do
la, so, so, mi, mi, re, re, fa, ti
la, so, so, re, do, do, do, mi, do
la, so, so, re, re, ti, mi, fa, so
la, so, so, re, so, mi, la, la, la
la, so, so, re, so, so, re, so, fa
la, so, so, so, ti, re, la, do, ti
la, so, so, ti, ti, la, re, la, re
la, so, ti, do, fa, do, ti, la, mi
la, so, ti, do, fa, mi, la, fa, do
la, so, ti, do, mi, mi, re, re, so
la, so, ti, fa, do, do, ti, la, re
la, so, ti, fa, mi, la, so, ti, mi
la, so, ti, fa, so, so, fa, re, so
la, so, ti, mi, fa, re, mi, re, ti
la, so, ti, mi, re, fa, ti, so, re
la, so, ti, mi, re, re, mi, re, so
la, so, ti, re, fa, ti, mi, so, mi
la, so, ti, re, re, ti, do, la, mi
la, so, ti, so, re, do, re, mi, so
la, so, ti, ti, la, re, re, fa, mi
la, so, ti, ti, so, la, ti, do, do
la, ti, do, do, mi, la, so, la, so
la, ti, do, fa, fa, ti, ti, so, ti
la, ti, do, fa, re, so, mi, re, la
la, ti, do, mi, la, re, so, do, fa
la, ti, do, mi, so, ti, la, la, ti
la, ti, do, re, mi, ti, do, fa, do
la, ti, do, so, fa, so, fa, re, re
la, ti, do, so, re, la, so, la, re
la, ti, do, so, so, mi, do, la, do
la, ti, do, ti, la, do, mi, so, ti
la, ti, do, ti, ti, so, la, la, re
la, ti, fa, do, do, fa, re, mi, fa
la, ti, fa, do, la, re, la, re, mi
la, ti, fa, do, re, re, so, mi, so
la, ti, fa, fa, mi, so, so, re, mi
la, ti, fa, fa, ti, fa, do, fa, ti
la, ti, fa, la, la, la, re, fa, so
la, ti, fa, la, so, la, ti, mi, re
la, ti, fa, la, ti, do, fa, mi, fa
la, ti, fa, mi, do, mi, so, re, la
la, ti, fa, so, fa, do, la, la, so
la, ti, fa, so, fa, fa, do, do, do
la, ti, fa, so, re, la, re, so, la
la, ti, fa, so, re, mi, la, ti, fa
la, ti, fa, so, so, la, fa, fa, mi
la, ti, fa, ti, do, mi, so, re, ti
la, ti, fa, ti, fa, mi, mi, fa, fa
la, ti, fa, ti, ti, so, so, do, do
la, ti, la, do, so, ti, fa, so, so
la, ti, la, fa, ti, ti, do, mi, so
la, ti, la, la, fa, la, re, mi, re
la, ti, la, re, mi, fa, mi, fa, la
la, ti, la, re, re, fa, la, do, fa
la, ti, la, re, ti, re, ti, so, la
la, ti, la, ti, la, la, re, la, fa
la, ti, la, ti, mi, mi, re, so, mi
la, ti, la, ti, mi, re, fa, ti, la
la, ti, mi, do, so, mi, so, la, ti
la, ti, mi, do, ti, do, so, fa, fa
la, ti, mi, fa, do, ti, mi, so, do
la, ti, mi, fa, so, mi, mi, mi, fa
la, ti, mi, la, fa, la, re, do, so
la, ti, mi, la, re, fa, so, so, so
la, ti, mi, mi, do, la, mi, mi, re
la, ti, mi, re, ti, so, fa, mi, la
la, ti, mi, so, fa, fa, ti, ti, do
la, ti, mi, so, fa, so, so, so, so
la, ti, mi, so, la, mi, ti, ti, do
la, ti, mi, so, so, fa, ti, ti, so
la, ti, mi, so, ti, mi, fa, fa, so
la, ti, mi, ti, do, so, mi, la, re
la, ti, mi, ti, re, la, so, la, mi
la, ti, mi, ti, so, so, do, mi, re
la, ti, mi, ti, ti, ti, fa, mi, re
la, ti, re, do, do, do, do, re, la
la, ti, re, do, do, so, ti, do, ti
la, ti, re, do, fa, re, mi, so, re
la, ti, re, do, la, ti, la, do, fa
la, ti, re, do, re, do, so, la, mi
la, ti, re, fa, fa, so, do, so, mi
la, ti, re, la, do, re, do, ti, ti
la, ti, re, la, re, so, so, fa, ti
la, ti, re, mi, so, so, re, la, ti
la, ti, re, re, do, do, do, do, so
la, ti, re, re, la, mi, do, fa, re
la, ti, re, re, ti, ti, do, fa, do
la, ti, re, so, mi, fa, la, ti, fa
la, ti, re, so, ti, la, mi, re, ti
la, ti, re, ti, ti, re, fa, so, mi
la, ti, so, do, la, do, ti, fa, la
la, ti, so, do, mi, la, mi, do, mi
la, ti, so, do, ti, so, ti, ti, mi
la, ti, so, fa, mi, do, so, la, re
la, ti, so, fa, so, mi, do, do, fa
la, ti, so, la, do, so, re, la, ti
la, ti, so, la, fa, fa, fa, so, ti
la, ti, so, la, fa, fa, mi, mi, fa
la, ti, so, la, so, so, mi, fa, so
la, ti, so, mi, la, do, so, re, fa
la, ti, so, mi, la, mi, ti, ti, fa
la, ti, so, mi, mi, fa, so, fa, mi
la, ti, so, mi, mi, so, ti, so, fa
la, ti, so, re, do, mi, re, fa, la
la, ti, so, re, la, do, fa, fa, re
la, ti, so, re, mi, do, fa, ti, fa
la, ti, so, re, re, do, ti, so, do
la, ti, so, re, so, ti, mi, so, mi
la, ti, so, re, ti, fa, mi, re, la
la, ti, so, so, fa, so, ti, fa, so
la, ti, so, so, la, re, do, ti, la
la, ti, ti, do, fa, do, fa, so, do
la, ti, ti, do, re, fa, re, ti, ti
la, ti, ti, fa, do, so, so, fa, mi
la, ti, ti, fa, fa, do, mi, ti, mi
la, ti, ti, fa, la, mi, fa, do, mi
la, ti, ti, la, do, mi, ti, la, so
la, ti, ti, mi, mi, do, ti, fa, re
la, ti, ti, mi, mi, ti, so, mi, re
la, ti, ti, mi, so, mi, re, la, mi
la, ti, ti, re, fa, mi, do, so, re
la, ti, ti, re, re, do, mi, so, so
la, ti, ti, re, ti, mi, ti, re, do
la, ti, ti, so, la, so, so, re, mi
la, ti, ti, so, re, la, fa, mi, la
la, ti, ti, so, ti, fa, mi, so, la
la, ti, ti, ti, la, do, ti, la, mi
la, ti, ti, ti, ti, do, do, la, so
mi, do, do, fa, fa, fa, mi, so, do
mi, do, do, la, do, so, fa, fa, fa
mi, do, do, la, mi, so, so, so, ti
mi, do, do, mi, la, mi, so, la, mi
mi, do, do, mi, mi, re, la, so, so
mi, do, do, re, so, so, re, re, ti
mi, do, do, re, ti, fa, ti, so, ti
mi, do, do, so, re, do, do, re, re
mi, do, do, so, ti, mi, so, re, la
mi, do, do, ti, la, mi, mi, re, do
mi, do, do, ti, mi, ti, la, ti, ti
mi, do, fa, do, re, ti, do, la, fa
mi, do, fa, do, so, do, so, re, mi
mi, do, fa, fa, do, so, do, ti, mi
mi, do, fa, fa, ti, fa, mi, do, so
mi, do, fa, la, fa, so, fa, mi, re
mi, do, fa, la, so, ti, mi, la, so
mi, do, fa, la, ti, so, mi, fa, re
mi, do, fa, mi, so, so, do, so, mi
mi, do, fa, re, do, so, do, ti, re
mi, do, fa, re, so, do, ti, do, la
mi, do, fa, re, so, ti, ti, do, la
mi, do, fa, so, re, so, re, la, fa
mi, do, fa, so, re, ti, do, do, do
mi, do, fa, so, so, re, re, ti, ti
mi, do, fa, so, ti, do, mi, mi, ti
mi, do, la, do, do, mi, la, la, la
mi, do, la, do, fa, ti, so, mi, do
mi, do, la, do, mi, so, ti, fa, so
mi, do, la, fa, so, do, la, fa, ti
mi, do, la, la, mi, la, fa, ti, mi
mi, do, la, mi, fa, so, fa, mi, la
mi, do, la, mi, la, do, mi, so, la
mi, do, la, mi, mi, la, do, re, so
mi, do, la, mi, so, do, la, do, mi
mi, do, la, mi, ti, la, do, re, re
mi, do, la, re, la, do, la, fa, do
mi, do, la, re, mi, fa, so, mi, ti
mi, do, la, re, re, mi, so, ti, fa
mi, do, la, so, do, ti, do, so, do
mi, do, la, so, mi, la, la, ti, re
mi, do, la, so, so, do, do, so, ti
mi, do, la, ti, do, do, mi, fa, do
mi, do, la, ti, do, do, so, do, ti
mi, do, mi, do, la, fa, mi, ti, re
mi, do, mi, fa, re, do, so, so, mi
mi, do, mi, fa, so, fa, fa, re, mi
mi, do, mi, fa, so, ti, so, fa, ti
mi, do, mi, la, mi, fa, so, ti, re
mi, do, mi, la, so, fa, ti, la, do
mi, do, mi, mi, do, la, ti, re, ti
mi, do, mi, re, do, ti, so, la, do
mi, do, mi, re, re, ti, mi, do, so
mi, do, mi, so, do, ti, re, so, mi
mi, do, mi, so, fa, do, mi, do, la
mi, do, mi, so, la, so, so, so, fa
mi, do, re, do, fa, fa, mi, fa, fa
mi, do, re, do, la, la, la, do, fa
mi, do, re, do, mi, fa, la, do, mi
mi, do, re, fa, do, fa, re, la, ti
mi, do, re, fa, mi, ti, re, la, re
mi, do, re, la, re, fa, ti, re, so
mi, do, re, re, do, so, re, do, fa
mi, do, re, so, la, mi, fa, mi, do
mi, do, re, so, re, la, so, so, mi
mi, do, re, ti, do, re, mi, so, so
mi, do, re, ti, fa, ti, ti, la, la
mi, do, re, ti, la, so, mi, fa, ti
mi, do, so, do, do, re, re, so, so
mi, do, so, fa, la, do, fa, ti, mi
mi, do, so, fa, la, la, ti, ti, re
mi, do, so, mi, do, mi, fa, do, mi
mi, do, so, mi, do, ti, la, so, ti
mi, do, so, re, fa, mi, re, so, so
mi, do, so, re, la, do, fa, re, mi
mi, do, so, re, mi, do, so, fa, re
mi, do, so, re, so, ti, la, fa, la
mi, do, so, so, la, fa, mi, fa, re
mi, do, so, ti, re, so, fa, mi, mi
mi, do, ti, do, mi, mi, fa, so, so
mi, do, ti, fa, so, so, mi, mi, la
mi, do, ti, la, re, la, so, mi, re
mi, do, ti, mi, mi, la, do, fa, mi
mi, do, ti, mi, so, do, re, re, do
mi, do, ti, mi, so, ti, so, mi, do
mi, do, ti, re, do, fa, do, ti, so
mi, do, ti, re, ti, so, so, so, la
mi, do, ti, so, fa, re, la, so, ti
mi, do, ti, ti, fa, ti, ti, la, fa
mi, do, ti, ti, ti, fa, do, do, fa
mi, fa, do, do, do, do, re, mi, mi
mi, fa, do, do, re, do, so, ti, la
mi, fa, do, fa, re, do, mi, ti, ti
mi, fa, do, la, do, la, fa, re, mi
mi, fa, do, la, fa, so, mi, do, mi
mi, fa, do, la, la, mi, re, la, mi
mi, fa, do, la, la, so, fa, do, fa
mi, fa, do, mi, la, do, mi, ti, mi
mi, fa, do, re, so, fa, re, do, mi
mi, fa, do, so, fa, mi, do, so, do
mi, fa, do, so, mi, fa, do, la, do
mi, fa, do, so, re, fa, la, la, la
mi, fa, do, ti, ti, re, do, ti, mi
mi, fa, fa, fa, do, so, do, fa, so
mi, fa, fa, la, do, mi, ti, la, fa
mi, fa, fa, la, ti, mi, so, do, fa
mi, fa, fa, mi, la, ti, do, mi, fa
mi, fa, fa, re, re, mi, so, do, re
mi, fa, fa, re, ti, la, do, do, mi
mi, fa, fa, so, la, so, do, do, so
mi, fa, la, do, mi, re, so, fa, ti
mi, fa, la, do, re, ti, so, do, so
mi, fa, la, do, ti, do, la, do, re
mi, fa, la, fa, fa, fa, mi, la, la
mi, fa, la, fa, la, re, so, re, ti
mi, fa, la, fa, mi, fa, mi, mi, ti
mi, fa, la, la, la, mi, mi, mi, re
mi, fa, la, la, mi, la, la, do, la
mi, fa, la, la, ti, mi, mi, so, fa
mi, fa, la, mi, do, re, re, so, mi
mi, fa, la, mi, fa, ti, do, mi, so
mi, fa, la, mi, re, fa, so, so, ti
mi, fa, la, re, ti, so, so, ti, fa
mi, fa, la, so, so, do, so, la, mi
mi, fa, la, so, ti, mi, ti, la, do
mi, fa, la, ti, fa, so, so, so, ti
mi, fa, la, ti, la, mi, re, la, do
mi, fa, la, ti, re, do, fa, ti, la
mi, fa, mi, do, re, do, re, re, fa
mi, fa, mi, do, ti, fa, so, fa, fa
mi, fa, mi, do, ti, ti, re, so, mi
mi, fa, mi, fa, mi, so, re, mi, fa
mi, fa, mi, fa, re, fa, fa, la, do
mi, fa, mi, la, do, la, ti, la, re
mi, fa, mi, la, so, la, so, la, fa
mi, fa, mi, mi, do, do, re, do, la
mi, fa, mi, re, fa, mi, ti, re, so
mi, fa, mi, re, la, so, so, ti, re
mi, fa, mi, re, re, mi, so, mi, do
mi, fa, mi, re, ti, ti, fa, ti, la
mi, fa, mi, so, so, la, ti, ti, re
mi, fa, mi, ti, mi, la, do, la, fa
mi, fa, mi, ti, mi, mi, re, mi, la
mi, fa, mi, ti, re, ti, so, re, la
mi, fa, re, do, do, la, so, so, fa
mi, fa, re, do, re, ti, do, mi, la
mi, fa, re, do, ti, re, re, re, so
mi, fa, re, fa, fa, do, do, fa, la
mi, fa, re, fa, so, mi, la, la, so
mi, fa, re, fa, ti, ti, la, la, do
mi, fa, re, la, la, la, ti, re, do
mi, fa, re, la, re, re, do, re, fa
mi, fa, re, la, re, so, fa, mi, re
mi, fa, re, mi, fa, fa, re, re, ti
mi, fa, re, mi, re, fa, la, do, mi
mi, fa, re, re, fa, do, so, do, ti
mi, fa, re, re, fa, mi, re, ti, so
mi, fa, re, ti, la, ti, ti, so, fa
mi, fa, so, fa, mi, so, fa, mi, re
mi, fa, so, fa, so, ti, re, ti, so
mi, fa, so, fa, ti, re, ti, la, re
mi, fa, so, la, do, so, so, so, la
mi, fa, so, la, so, do, re, do, ti
mi, fa, so, mi, do, ti, re, la, ti
mi, fa, so, mi, fa, fa, fa, so, ti
mi, fa, so, mi, la, do, do, mi, so
mi, fa, so, mi, so, ti, mi, re, fa
mi, fa, so, mi, ti, fa, ti, fa, do
mi, fa, so, re, fa, so, ti, do, fa
mi, fa, so, re, mi, la, do, do, fa
mi, fa, so, re, mi, re, la, so, mi
mi, fa, so, re, so, so, re, fa, do
mi, fa, so, so, do, mi, ti, ti, mi
mi, fa, so, so, la, la, so, ti, fa
mi, fa, so, so, re, so, re, re, re
mi, fa, so, ti, fa, fa, re, ti, re
mi, fa, so, ti, ti, fa, mi, so, so
mi, fa, ti, do, do, re, re, mi, ti
mi, fa, ti, do, mi, la, ti, fa, fa
mi, fa, ti, fa, la, mi, re, fa, mi
mi, fa, ti, la, do, fa, fa, fa, mi
mi, fa, ti, la, mi, ti, so, la, fa
mi, fa, ti, la, re, fa, do, la, do
mi, fa, ti, la, re, re, fa, re, la
mi, fa, ti, la, so, mi, fa, so, la
mi, fa, ti, re, so, do, so, re, fa
mi, fa, ti, re, so, re, so, so, mi
mi, fa, ti, so, mi, fa, re, fa, mi
mi, fa, ti, so, so, do, so, mi, so
mi, fa, ti, ti, do, la, la, mi, ti
mi, fa, ti, ti, fa, so, do, re, so
mi, la, do, do, la, so, la, fa, mi
mi, la, do, fa, fa, fa, do, la, fa
mi, la, do, fa, mi, fa, re, fa, do
mi, la, do, la, do, do, la, mi, fa
mi, la, do, la, la, so, mi, mi, fa
mi, la, do, la, ti, do, mi, re, fa
mi, la, do, la, ti, mi, la, re, ti
mi, la, do, mi, mi, do, la, fa, mi
mi, la, do, re, re, re, ti, la, do
mi, la, do, ti, do, re, re, re, la
mi, la, do, ti, fa, ti, mi, fa, do
mi, la, do, ti, ti, re, so, fa, mi
mi, la, do, ti, ti, so, so, la, fa
mi, la, fa, do, do, la, do, so, fa
mi, la, fa, do, re, fa, so, re, re
mi, la, fa, fa, fa, la, do, ti, so
mi, la, fa, fa, re, la, la, re, fa
mi, la, fa, fa, so, ti, la, do, fa
mi, la, fa, la, mi, mi, la, do, ti
mi, la, fa, la, mi, re, mi, re, ti
mi, la, fa, mi, do, fa, do, fa, fa
mi, la, fa, mi, fa, ti, so, re, mi
mi, la, fa, mi, la, ti, so, mi, fa
mi, la, fa, mi, mi, do, mi, ti, la
mi, la, fa, mi, so, mi, mi, fa, ti
mi, la, fa, re, fa, mi, so, la, do
mi, la, fa, so, do, fa, la, do, la
mi, la, fa, so, fa, la, mi, ti, mi
mi, la, fa, so, ti, fa, re, do, do
mi, la, fa, so, ti, ti, do, so, fa
mi, la, fa, ti, do, ti, mi, do, re
mi, la, fa, ti, la, ti, mi, ti, do
mi, la, fa, ti, re, mi, fa, so, ti
mi, la, fa, ti, so, so, la, so, ti
mi, la, la, do, re, mi, mi, fa, ti
mi, la, la, la, fa, fa, mi, ti, do
mi, la, la, la, re, fa, ti, mi, la
mi, la, la, mi, la, so, ti, so, fa
mi, la, la, mi, so, mi, so, do, mi
mi, la, la, so, so, fa, ti, ti, mi
mi, la, la, ti, la, la, ti, fa, re
mi, la, la, ti, la, mi, ti, do, ti
mi, la, la, ti, so, so, mi, mi, so
mi, la, la, ti, ti, ti, ti, la, so
mi, la, mi, do, do, fa, ti, la, do
mi, la, mi, do, do, so, la, mi, do
mi, la, mi, do, fa, re, do, so, so
mi, la, mi, do, mi, mi, ti, do, la
mi, la, mi, do, ti, re, re, mi, la
mi, la, mi, fa, ti, re, re, la, do
mi, la, mi, la, do, re, so, la, do
mi, la, mi, la, la, fa, re, re, la
mi, la, mi, la, mi, la, ti, ti, so
mi, la, mi, mi, re, re, la, fa, so
mi, la, mi, mi, ti, do, do, fa, la
mi, la, mi, re, la, ti, la, fa, fa
mi, la, mi, re, ti, do, la, so, mi
mi, la, mi, re, ti, la, re, fa, do
mi, la, mi, so, fa, so, fa, so, la
mi, la, mi, so, la, la, do, mi, do
mi, la, mi, so, la, re, re, mi, mi
mi, la, mi, ti, la, mi, so, fa, ti
mi, la, mi, ti, so, re, ti, la, la
mi, la, mi, ti, ti, mi, ti, mi, mi
mi, la, re, do, la, so, re, la, la
mi, la, re, do, ti, la, la, re, mi
mi, la, re, fa, la, re, so, la, mi
mi, la, re, fa, so, so, ti, la, so
mi, la, re, la, re, re, do, mi, do
mi, la, re, la, re, so, fa, ti, so
mi, la, re, mi, ti, do, fa, fa, mi
mi, la, re, re, do, do, re, mi, mi
mi, la, re, re, la, fa, do, ti, do
mi, la, re, re, mi, so, ti, la, so
mi, la, re, re, so, re, la, so, so
mi, la, re, so, fa, do, do, mi, la
mi, la, re, so, re, fa, so, do, re
mi, la, re, ti, do, mi, so, fa, ti
mi, la, re, ti, la, ti, do, so, re
mi, la, re, ti, so, mi, mi, so, ti
mi, la, so, do, ti, mi, la, fa, re
mi, la, so, fa, re, do, do, do, ti
mi, la, so, fa, re, mi, la, re, fa
mi, la, so, fa, ti, mi, fa, re, fa
mi, la, so, la, fa, mi, fa, mi, la
mi, la, so, mi, do, so, mi, so, mi
mi, la, so, mi, la, re, la, do, ti
mi, la, so, re, do, la, mi, do, re
mi, la, so, ti, do, fa, so, re, do
mi, la, so, ti, mi, re, ti, re, ti
mi, la, so, ti, re, mi, re, do, fa
mi, la, ti, do, mi, la, fa, do, do
mi, la, ti, do, so, la, ti, ti, so
mi, la, ti, fa, fa, mi, re, re, ti
mi, la, ti, la, mi, fa, so, fa, do
mi, la, ti, mi, fa, ti, do, do, so
mi, la, ti, mi, la, la, so, fa, mi
mi, la, ti, mi, ti, re, do, re, la
mi, la, ti, re, fa, re, ti, fa, mi
mi, la, ti, re, ti, re, la, so, do
mi, la, ti, so, la, do, la, ti, la
mi, la, ti, so, re, la, la, so, so
mi, la, ti, ti, do, so, fa, do, so
mi, mi, do, do, la, so, fa, ti, mi
mi, mi, do, do, re, do, do, re, la
mi, mi, do, do, re, mi, fa, so, so
mi, mi, do, fa, fa, mi, mi, so, do
mi, mi, do, fa, la, so, re, re, la
mi, mi, do, la, re, mi, so, la, la
mi, mi, do, la, ti, do, la, ti, ti
mi, mi, do, re, do, la, re, re, fa
mi, mi, do, re, do, re, mi, la, ti
mi, mi, do, re, so, fa, re, ti, so
mi, mi, do, so, do, fa, fa, mi, re
mi, mi, do, so, fa, do, do, mi, mi
mi, mi, do, so, mi, do, do, la, la
mi, mi, do, so, re, fa, la, ti, so
mi, mi, do, so, ti, fa, ti, so, re
mi, mi, do, ti, fa, ti, mi, re, ti
mi, mi, fa, do, do, la, re, fa, la
mi, mi, fa, do, do, so, re, so, so
mi, mi, fa, do, fa, la, re, fa, mi
mi, mi, fa, do, mi, so, so, so, do
mi, mi, fa, do, ti, mi, fa, la, do
mi, mi, fa, mi, so, mi, ti, mi, re
mi, mi, fa, re, fa, ti, la, re, ti
mi, mi, fa, re, la, la, so, do, mi
mi, mi, fa, re, so, re, fa, la, re
mi, mi, fa, re, ti, la, fa, do, la
mi, mi, fa, so, mi, do, mi, so, fa
mi, mi, fa, so, so, fa, la, fa, ti
mi, mi, fa, ti, mi, re, so, so, fa
mi, mi, fa, ti, so, do, do, so, re
mi, mi, la, do, fa, mi, ti, so, la
mi, mi, la, do, re, fa, re, mi, la
mi, mi, la, do, so, do, re, mi, ti
mi, mi, la, do, so, ti, ti, so, re
mi, mi, la, fa, re, la, mi, fa, do
mi, mi, la, fa, ti, mi, ti, fa, mi
mi, mi, la, la, do, fa, re, la, ti
mi, mi, la, la, fa, ti, mi, la, fa
mi, mi, la, la, la, fa, so, mi, mi
mi, mi, la, la, mi, mi, la, re, ti
mi, mi, la, la, mi, so, re, fa, fa
mi, mi, la, la, re, la, re, la, mi
mi, mi, la, la, re, la, so, re, so
mi, mi, la, mi, la, fa, la, do, re
mi, mi, la, mi, re, do, re, fa, so
mi, mi, la, mi, so, fa, ti, do, so
mi, mi, la, so, la, la, mi, la, mi
mi, mi, la, so, ti, mi, mi, do, ti
mi, mi, la, ti, do, ti, fa, mi, fa
mi, mi, la, ti, la, do, do, ti, la
mi, mi, la, ti, la, mi, do, so, re
mi, mi, la, ti, re, do, mi, ti, ti
mi, mi, mi, do, fa, ti, mi, fa, mi
mi, mi, mi, do, so, la, la, fa, do
mi, mi, mi, do, so, mi, ti, la, ti
mi, mi, mi, fa, so, la, mi, do, fa
mi, mi, mi, la, mi, so, so, so, la
mi, mi, mi, la, re, mi, so, so, so
mi, mi, mi, la, so, so, so, la, mi
mi, mi, mi, mi, re, re, la, la, re
mi, mi, mi, mi, re, so, mi, mi, so
mi, mi, mi, mi, so, la, la, do, mi
mi, mi, mi, re, mi, do, la, do, so
mi, mi, mi, re, so, ti, la, re, mi
mi, mi, mi, re, ti, re, do, ti, mi
mi, mi, mi, so, do, do, so, fa, mi
mi, mi, mi, so, fa, mi, fa, so, la
mi, mi, mi, so, fa, ti, mi, do, ti
mi, mi, mi, so, mi, fa, so, re, fa
mi, mi, mi, ti, do, ti, fa, la, fa
mi, mi, mi, ti, fa, mi, ti, ti, so
mi, mi, mi, ti, re, so, so, ti, mi
mi, mi, mi, ti, so, ti, do, do, mi
mi, mi, mi, ti, ti, do, do, fa, mi
mi, mi, re, do, la, la, re, fa, re
mi, mi, re, do, so, fa, mi, so, fa
mi, mi, re, fa, do, la, fa, ti, mi
mi, mi, re, fa, mi, la, fa, re, la
mi, mi, re, fa, ti, re, ti, do, so
mi, mi, re, la, do, re, la, so, ti
mi, mi, re, la, la, do, so, fa, ti
mi, mi, re, mi, mi, la, do, so, mi
mi, mi, re, re, re, so, ti, ti, la
mi, mi, re, so, do, mi, so, fa, so
mi, mi, re, so, fa, do, do, mi, mi
mi, mi, re, so, re, re, re, mi, re
mi, mi, re, ti, do, la, ti, re, mi
mi, mi, re, ti, re, ti, la, la, so
mi, mi, so, fa, fa, do, fa, la, do
mi, mi, so, la, la, ti, do, so, ti
mi, mi, so, la, mi, do, fa, mi, do
mi, mi, so, mi, fa, la, so, ti, fa
mi, mi, so, mi, la, fa, fa, so, mi
mi, mi, so, mi, re, so, la, mi, mi
mi, mi, so, mi, so, mi, ti, fa, re
mi, mi, so, re, fa, so, la, so, la
mi, mi, so, re, so, fa, ti, re, do
mi, mi, so, so, re, do, ti, ti, mi
mi, mi, so, ti, re, do, so, re, do
mi, mi, so, ti, re, do, ti, so, ti
mi, mi, so, ti, re, la, mi, do, mi
mi, mi, so, ti, re, so, ti, do, la
mi, mi, ti, do, mi, mi, do, do, do
mi, mi, ti, fa, fa, do, mi, so, re
mi, mi, ti, fa, so, fa, re, la, la
mi, mi, ti, fa, so, ti, re, do, fa
mi, mi, ti, fa, ti, so, mi, ti, do
mi, mi, ti, la, fa, re, ti, mi, so
mi, mi, ti, la, ti, so, do, re, re
mi, mi, ti, mi, so, la, do, do, mi
mi, mi, ti, mi, ti, la, so, re, re
mi, mi, ti, re, do, la, la, so, so
mi, mi, ti, re, do, re, fa, mi, la
mi, mi, ti, re, la, so, fa, re, do
mi, mi, ti, re, re, la, do, ti, so
mi, mi, ti, re, so, mi, fa, fa, mi
mi, mi, ti, ti, mi, fa, la, la, so
mi, mi, ti, ti, mi, mi, re, re, ti
