do, do, do, fa, la
so, re, re, re, do
so, re, re, re, re
so, re, re, re, so
so, re, re, re, ti
so, re, re, so, do
so, re, re, ti, ti
so, re, so, do, do
so, re, so, do, la
so, re, so, do, re
so, re, so, fa, mi
so, re, so, fa, re
so, re, so, la, do
so, re, so, la, ti
so, re, so, mi, do
so, re, so, mi, so
so, re, so, re, fa
so, re, so, re, so
so, re, so, so, re
so, re, so, so, so
so, re, so, ti, la
so, re, so, ti, mi
so, re, ti, do, do
so, re, ti, do, la
so, re, ti, fa, mi
so, re, ti, fa, re
so, re, ti, fa, so
so, re, ti, la, la
so, re, ti, mi, la
so, re, ti, mi, so
so, re, ti, re, so
so, re, ti, so, fa
so, re, ti, so, re
so, re, ti, ti, do
so, re, ti, ti, fa
so, re, ti, ti, mi
so, re, ti, ti, re
so, so, do, fa, fa
so, so, do, fa, so
so, so, do, la, fa
so, so, do, la, la
so, so, do, la, mi
so, so, do, la, re
so, so, do, mi, mi
so, so, do, mi, ti
so, so, do, re, fa
so, so, do, re, so
so, so, do, so, fa
so, so, do, so, so
so, so, fa, do, fa
so, so, fa, do, re
so, so, fa, do, ti
so, so, fa, fa, la
so, so, fa, mi, fa
so, so, fa, re, do
so, so, fa, re, mi
so, so, fa, re, so
so, so, fa, re, ti
so, so, fa, so, do
so, so, fa, ti, ti
so, so, la, do, la
so, so, la, do, mi
so, so, la, do, ti
so, so, la, fa, la
so, so, la, fa, mi
so, so, la, so, la
so, so, la, ti, do
so, so, la, ti, la
so, so, la, ti, ti
so, so, mi, do, re
so, so, mi, fa, ti
so, so, mi, la, fa
so, so, mi, mi, mi
so, so, mi, mi, re
so, so, mi, mi, so
so, so, mi, re, mi
so, so, mi, re, so
so, so, mi, so, re
so, so, mi, ti, fa
so, so, mi, ti, la
so, so, mi, ti, so
so, so, re, do, do
so, so, re, do, fa
so, so, re, la, mi
so, so, re, re, ti
so, so, re, ti, re
so, so, so, do, do
so, so, so, do, fa
so, so, so, do, so
so, so, so, fa, la
so, so, so, fa, mi
so, so, so, fa, ti
so, so, so, la, fa
so, so, so, la, so
so, so, so, la, ti
so, so, so, mi, do
so, so, so, mi, fa
so, so, so, mi, re
so, so, so, re, do
so, so, so, ti, fa
so, so, so, ti, ti
so, so, ti, do, so
so, so, ti, fa, la
so, so, ti, fa, ti
so, so, ti, la, la
so, so, ti, la, so
so, so, ti, la, ti
so, so, ti, mi, do
so, so, ti, mi, re
so, so, ti, mi, so
so, so, ti, mi, ti
so, so, ti, re, ti
so, so, ti, so, ti
so, so, ti, ti, do
so, so, ti, ti, fa
so, ti, do, do, ti
so, ti, do, fa, mi
so, ti, do, fa, so
so, ti, do, la, la
so, ti, do, mi, la
so, ti, do, mi, so
so, ti, do, re, fa
so, ti, do, re, la
so, ti, do, re, mi
so, ti, do, so, mi
so, ti, do, so, re
so, ti, do, ti, la
so, ti, do, ti, ti
so, ti, fa, fa, fa
so, ti, fa, fa, re
so, ti, fa, fa, ti
so, ti, fa, la, la
so, ti, fa, re, re
so, ti, fa, so, la
so, ti, fa, ti, la
so, ti, la, do, do
so, ti, la, do, so
so, ti, la, la, ti
so, ti, la, re, fa
so, ti, la, re, la
so, ti, la, re, so
so, ti, la, so, la
so, ti, la, so, re
so, ti, la, ti, fa
so, ti, la, ti, ti
so, ti, mi, do, la
so, ti, mi, fa, re
so, ti, mi, mi, so
so, ti, mi, mi, ti
so, ti, mi, re, la
so, ti, mi, re, re
so, ti, mi, so, mi
so, ti, mi, so, re
so, ti, mi, so, so
so, ti, mi, so, ti
so, ti, mi, ti, fa
so, ti, mi, ti, mi
so, ti, mi, ti, so
so, ti, re, do, la
so, ti, re, la, fa
so, ti, re, mi, la
so, ti, re, mi, re
so, ti, re, re, do
so, ti, re, re, fa
so, ti, re, re, mi
so, ti, re, re, so
so, ti, re, re, ti
so, ti, re, so, do
so, ti, re, so, mi
so, ti, re, ti, mi
so, ti, re, ti, so
so, ti, so, do, fa
so, ti, so, do, so
so, ti, so, fa, fa
so, ti, so, fa, mi
so, ti, so, la, fa
so, ti, so, la, la
so, ti, so, la, re
so, ti, so, la, so
so, ti, so, mi, fa
so, ti, so, re, so
so, ti, so, ti, fa
so, ti, so, ti, mi
so, ti, so, ti, so
so, ti, ti, fa, do
so, ti, ti, fa, fa
so, ti, ti, fa, mi
so, ti, ti, la, do
so, ti, ti, la, re
so, ti, ti, mi, fa
so, ti, ti, mi, ti
so, ti, ti, re, re
so, ti, ti, re, ti
so, ti, ti, so, la
so, ti, ti, so, re
so, ti, ti, so, so
so, ti, ti, ti, do
so, ti, ti, ti, fa
so, ti, ti, ti, ti
ti, do, do, do, ti
ti, do, do, fa, mi
ti, do, do, fa, re
ti, do, do, fa, so
ti, do, do, fa, ti
ti, do, do, la, mi
ti, do, do, la, re
ti, do, do, la, so
ti, do, do, mi, fa
ti, do, do, mi, mi
ti, do, do, mi, so
ti, do, do, re, do
ti, do, do, re, re
ti, do, do, so, fa
ti, do, do, so, la
ti, do, do, so, mi
ti, do, do, so, re
ti, do, do, so, so
ti, do, fa, do, so
ti, do, fa, fa, do
ti, do, fa, fa, fa
ti, do, fa, fa, ti
ti, do, fa, mi, do
ti, do, fa, mi, re
ti, do, fa, mi, ti
ti, do, fa, re, do
ti, do, fa, re, fa
ti, do, fa, re, mi
ti, do, fa, re, so
ti, do, fa, re, ti
ti, do, fa, so, re
ti, do, fa, so, so
ti, do, fa, ti, do
ti, do, fa, ti, re
ti, do, fa, ti, so
ti, do, la, do, fa
ti, do, la, la, fa
ti, do, la, la, la
ti, do, la, mi, re
ti, do, la, so, re
ti, do, la, ti, do
ti, do, la, ti, la
ti, do, la, ti, so
ti, do, mi, do, do
ti, do, mi, do, la
ti, do, mi, fa, do
ti, do, mi, fa, la
ti, do, mi, fa, mi
ti, do, mi, fa, ti
ti, do, mi, la, so
ti, do, mi, mi, re
ti, do, mi, mi, so
ti, do, mi, so, fa
ti, do, mi, so, la
ti, do, mi, so, ti
ti, do, mi, ti, re
ti, do, re, do, do
ti, do, re, do, la
ti, do, re, do, ti
ti, do, re, fa, do
ti, do, re, fa, so
ti, do, re, la, mi
ti, do, re, la, ti
ti, do, re, mi, la
ti, do, re, mi, mi
ti, do, re, re, so
ti, do, re, so, mi
ti, do, re, so, ti
ti, do, re, ti, la
ti, do, re, ti, mi
ti, do, re, ti, so
ti, do, so, fa, la
ti, do, so, la, fa
ti, do, so, la, la
ti, do, so, la, re
ti, do, so, mi, do
ti, do, so, mi, mi
ti, do, so, re, la
ti, do, so, re, ti
ti, do, so, so, fa
ti, do, ti, do, so
ti, do, ti, la, la
ti, do, ti, la, mi
ti, do, ti, la, so
ti, do, ti, mi, fa
ti, do, ti, re, do
ti, do, ti, re, ti
ti, do, ti, so, so
ti, do, ti, ti, fa
ti, do, ti, ti, la
ti, do, ti, ti, ti
ti, fa, do, fa, fa
ti, fa, do, fa, mi
ti, fa, do, fa, so
ti, fa, do, la, fa
ti, fa, do, mi, fa
ti, fa, do, mi, la
ti, fa, do, mi, mi
ti, fa, do, re, mi
ti, fa, do, so, mi
ti, fa, do, ti, do
ti, fa, do, ti, la
ti, fa, fa, do, do
ti, fa, fa, do, fa
ti, fa, fa, fa, do
ti, fa, fa, fa, so
ti, fa, fa, la, do
ti, fa, fa, la, so
ti, fa, fa, la, ti
ti, fa, fa, mi, do
ti, fa, fa, mi, fa
ti, fa, fa, mi, la
ti, fa, fa, mi, so
ti, fa, fa, re, mi
ti, fa, fa, re, so
ti, fa, fa, so, do
ti, fa, fa, so, la
ti, fa, fa, so, mi
ti, fa, fa, so, ti
ti, fa, fa, ti, so
ti, fa, fa, ti, ti
ti, fa, la, fa, fa
ti, fa, la, fa, mi
ti, fa, la, fa, re
ti, fa, la, fa, so
ti, fa, la, fa, ti
ti, fa, la, la, do
ti, fa, la, la, re
ti, fa, la, la, so
ti, fa, la, mi, do
ti, fa, la, mi, fa
ti, fa, la, re, la
ti, fa, la, re, so
ti, fa, la, so, la
ti, fa, la, so, ti
ti, fa, la, ti, do
ti, fa, la, ti, mi
ti, fa, la, ti, re
ti, fa, la, ti, so
ti, fa, mi, do, mi
ti, fa, mi, do, re
ti, fa, mi, do, so
ti, fa, mi, fa, do
ti, fa, mi, fa, re
ti, fa, mi, fa, so
ti, fa, mi, fa, ti
ti, fa, mi, la, do
ti, fa, mi, la, fa
ti, fa, mi, mi, do
ti, fa, mi, mi, so
ti, fa, mi, re, do
ti, fa, mi, re, la
ti, fa, mi, so, la
ti, fa, mi, ti, re
ti, fa, re, do, mi
ti, fa, re, la, ti
ti, fa, re, mi, fa
ti, fa, re, mi, so
ti, fa, re, re, mi
ti, fa, re, re, re
ti, fa, re, re, ti
ti, fa, re, so, la
ti, fa, re, so, ti
ti, fa, re, ti, re
ti, fa, so, fa, la
ti, fa, so, fa, so
ti, fa, so, la, la
ti, fa, so, la, re
ti, fa, so, la, so
ti, fa, so, la, ti
ti, fa, so, mi, mi
ti, fa, so, re, so
ti, fa, so, so, la
ti, fa, so, so, re
ti, fa, so, ti, mi
ti, fa, so, ti, re
ti, fa, so, ti, so
ti, fa, ti, do, fa
ti, fa, ti, la, do
ti, fa, ti, la, fa
ti, fa, ti, mi, la
ti, fa, ti, re, la
ti, fa, ti, so, mi
ti, fa, ti, ti, la
ti, fa, ti, ti, mi
ti, la, do, do, do
ti, la, do, do, la
ti, la, do, do, so
ti, la, do, fa, fa
ti, la, do, fa, so
ti, la, do, fa, ti
ti, la, do, la, mi
ti, la, do, mi, ti
ti, la, do, re, do
ti, la, do, re, la
ti, la, do, re, re
ti, la, do, re, so
ti, la, do, so, do
ti, la, do, so, re
ti, la, do, ti, re
ti, la, do, ti, ti
ti, la, fa, do, fa
ti, la, fa, do, ti
ti, la, fa, fa, do
ti, la, fa, fa, la
ti, la, fa, fa, ti
ti, la, fa, la, fa
ti, la, fa, re, fa
ti, la, fa, so, do
ti, la, fa, so, fa
ti, la, fa, so, re
ti, la, fa, so, so
ti, la, fa, ti, do
ti, la, fa, ti, re
ti, la, fa, ti, so
ti, la, la, do, do
ti, la, la, fa, la
ti, la, la, fa, so
ti, la, la, la, do
ti, la, la, la, ti
ti, la, la, mi, la
ti, la, la, re, do
ti, la, la, re, la
ti, la, la, ti, la
ti, la, mi, do, mi
ti, la, mi, do, so
ti, la, mi, do, ti
ti, la, mi, fa, re
ti, la, mi, fa, so
ti, la, mi, la, re
ti, la, mi, mi, mi
ti, la, mi, mi, re
ti, la, mi, re, fa
ti, la, mi, re, la
ti, la, mi, re, re
ti, la, mi, so, do
ti, la, mi, so, fa
ti, la, mi, so, la
ti, la, mi, so, mi
ti, la, mi, so, so
ti, la, mi, ti, do
ti, la, mi, ti, mi
ti, la, mi, ti, ti
ti, la, re, do, so
ti, la, re, do, ti
ti, la, re, la, fa
ti, la, re, la, la
ti, la, re, la, so
ti, la, re, mi, fa
ti, la, re, mi, re
ti, la, re, re, la
ti, la, re, re, so
ti, la, re, so, la
ti, la, re, ti, mi
ti, la, re, ti, ti
ti, la, so, do, fa
ti, la, so, fa, fa
ti, la, so, fa, mi
ti, la, so, fa, so
ti, la, so, la, so
ti, la, so, la, ti
ti, la, so, mi, do
ti, la, so, re, re
ti, la, so, so, do
ti, la, so, ti, fa
ti, la, so, ti, la
ti, la, ti, do, do
ti, la, ti, do, mi
ti, la, ti, do, re
ti, la, ti, fa, do
ti, la, ti, la, fa
ti, la, ti, la, la
ti, la, ti, la, so
ti, la, ti, mi, ti
ti, la, ti, re, ti
ti, la, ti, so, la
ti, mi, do, fa, la
ti, mi, do, fa, so
ti, mi, do, la, do
ti, mi, do, la, fa
ti, mi, do, la, mi
ti, mi, do, la, re
ti, mi, do, mi, la
ti, mi, do, mi, re
ti, mi, do, re, do
ti, mi, do, re, la
ti, mi, do, so, la
ti, mi, do, so, ti
ti, mi, fa, do, fa
ti, mi, fa, do, so
ti, mi, fa, fa, fa
ti, mi, fa, fa, la
ti, mi, fa, fa, mi
ti, mi, fa, mi, la
ti, mi, fa, mi, so
ti, mi, fa, re, mi
ti, mi, fa, re, ti
ti, mi, fa, so, do
ti, mi, fa, ti, la
ti, mi, fa, ti, mi
ti, mi, fa, ti, re
ti, mi, fa, ti, so
ti, mi, la, fa, do
ti, mi, la, fa, la
ti, mi, la, fa, mi
ti, mi, la, la, do
ti, mi, la, mi, do
ti, mi, la, mi, re
ti, mi, la, mi, so
ti, mi, la, re, do
ti, mi, la, re, fa
ti, mi, la, re, ti
ti, mi, la, so, mi
ti, mi, la, so, re
ti, mi, la, ti, mi
ti, mi, mi, do, do
ti, mi, mi, do, fa
ti, mi, mi, fa, la
ti, mi, mi, la, do
ti, mi, mi, la, la
ti, mi, mi, re, fa
ti, mi, mi, so, la
ti, mi, mi, so, re
ti, mi, mi, ti, fa
ti, mi, re, do, fa
ti, mi, re, do, so
ti, mi, re, fa, re
ti, mi, re, fa, so
ti, mi, re, mi, do
ti, mi, re, mi, la
ti, mi, re, re, fa
ti, mi, re, so, do
ti, mi, re, so, la
ti, mi, re, so, mi
ti, mi, re, so, re
ti, mi, re, ti, do
ti, mi, re, ti, fa
ti, mi, re, ti, re
ti, mi, so, do, fa
ti, mi, so, do, ti
ti, mi, so, fa, do
ti, mi, so, fa, re
ti, mi, so, fa, ti
ti, mi, so, la, mi
ti, mi, so, mi, mi
ti, mi, so, mi, so
ti, mi, so, re, ti
ti, mi, so, so, la
ti, mi, so, so, re
ti, mi, so, ti, so
ti, mi, ti, fa, ti
ti, mi, ti, la, mi
ti, mi, ti, re, fa
ti, mi, ti, so, ti
ti, re, do, do, fa
ti, re, do, do, ti
ti, re, do, fa, do
ti, re, do, fa, mi
ti, re, do, fa, re
ti, re, do, fa, so
ti, re, do, la, fa
ti, re, do, la, so
ti, re, do, mi, so
ti, re, do, so, mi
ti, re, do, so, so
ti, re, do, ti, re
ti, re, do, ti, ti
ti, re, fa, fa, do
ti, re, fa, fa, so
ti, re, fa, fa, ti
ti, re, fa, la, fa
ti, re, fa, la, re
ti, re, fa, mi, do
ti, re, fa, mi, mi
ti, re, fa, re, la
ti, re, fa, re, mi
ti, re, fa, re, so
ti, re, fa, so, la
ti, re, fa, ti, fa
ti, re, fa, ti, mi
ti, re, fa, ti, so
ti, re, la, do, fa
ti, re, la, do, la
ti, re, la, fa, so
ti, re, la, fa, ti
ti, re, la, la, do
ti, re, la, mi, la
ti, re, la, mi, so
ti, re, la, re, fa
ti, re, la, re, mi
ti, re, la, re, so
ti, re, la, so, do
ti, re, la, so, la
ti, re, la, so, mi
ti, re, la, ti, fa
ti, re, mi, do, do
ti, re, mi, do, mi
ti, re, mi, do, so
ti, re, mi, do, ti
ti, re, mi, fa, do
ti, re, mi, la, la
ti, re, mi, la, ti
ti, re, mi, mi, fa
ti, re, mi, mi, la
ti, re, mi, mi, re
ti, re, mi, re, la
ti, re, mi, re, mi
ti, re, mi, so, fa
ti, re, mi, so, mi
ti, re, mi, ti, do
ti, re, mi, ti, fa
ti, re, mi, ti, la
ti, re, mi, ti, re
ti, re, re, do, la
ti, re, re, do, ti
ti, re, re, fa, so
ti, re, re, la, mi
ti, re, re, la, re
ti, re, re, la, so
ti, re, re, mi, ti
ti, re, re, re, do
ti, re, re, so, fa
ti, re, re, so, re
ti, re, re, ti, do
ti, re, re, ti, fa
ti, re, so, do, do
ti, re, so, do, la
ti, re, so, do, mi
ti, re, so, do, re
ti, re, so, fa, do
ti, re, so, fa, la
ti, re, so, fa, so
ti, re, so, la, do
ti, re, so, la, fa
ti, re, so, la, la
ti, re, so, la, mi
ti, re, so, la, re
ti, re, so, la, ti
ti, re, so, mi, mi
ti, re, so, re, fa
ti, re, so, so, do
ti, re, so, so, la
ti, re, so, so, ti
ti, re, so, ti, fa
ti, re, so, ti, la
ti, re, so, ti, re
ti, re, so, ti, so
ti, re, ti, do, do
ti, re, ti, do, mi
ti, re, ti, fa, do
ti, re, ti, fa, la
ti, re, ti, la, fa
ti, re, ti, la, la
ti, re, ti, mi, mi
ti, re, ti, mi, ti
ti, re, ti, re, do
ti, re, ti, re, mi
ti, re, ti, so, so
ti, re, ti, so, ti
ti, re, ti, ti, mi
ti, re, ti, ti, ti
ti, so, do, do, mi
ti, so, do, fa, mi
ti, so, do, fa, so
ti, so, do, fa, ti
ti, so, do, la, fa
ti, so, do, la, mi
ti, so, do, mi, do
ti, so, do, mi, so
ti, so, do, re, do
ti, so, do, re, fa
ti, so, do, re, la
ti, so, do, re, so
ti, so, do, ti, do
ti, so, do, ti, la
ti, so, fa, do, do
ti, so, fa, fa, fa
ti, so, fa, la, la
ti, so, fa, la, ti
ti, so, fa, mi, ti
ti, so, fa, re, fa
ti, so, fa, re, mi
ti, so, fa, re, re
ti, so, fa, so, fa
ti, so, fa, so, mi
ti, so, fa, so, re
ti, so, fa, ti, do
ti, so, fa, ti, so
ti, so, la, do, re
ti, so, la, do, so
ti, so, la, fa, do
ti, so, la, mi, do
ti, so, la, mi, la
ti, so, la, mi, mi
ti, so, la, mi, re
ti, so, la, mi, ti
ti, so, la, re, fa
ti, so, la, ti, fa
ti, so, la, ti, mi
ti, so, mi, do, do
ti, so, mi, do, fa
ti, so, mi, do, mi
ti, so, mi, do, so
ti, so, mi, do, ti
ti, so, mi, fa, mi
ti, so, mi, fa, re
ti, so, mi, la, re
ti, so, mi, la, ti
ti, so, mi, mi, do
ti, so, mi, mi, fa
ti, so, mi, mi, la
ti, so, mi, mi, re
ti, so, mi, mi, ti
ti, so, mi, re, ti
ti, so, mi, so, do
ti, so, mi, so, ti
ti, so, mi, ti, la
ti, so, re, do, do
ti, so, re, do, mi
ti, so, re, do, re
ti, so, re, do, so
ti, so, re, do, ti
ti, so, re, fa, do
ti, so, re, fa, fa
ti, so, re, fa, la
ti, so, re, la, ti
ti, so, re, mi, la
ti, so, re, mi, mi
ti, so, re, re, fa
ti, so, re, re, la
ti, so, re, re, mi
ti, so, re, so, fa
ti, so, re, so, re
ti, so, so, do, la
ti, so, so, do, so
ti, so, so, fa, do
ti, so, so, fa, fa
ti, so, so, fa, so
ti, so, so, la, ti
ti, so, so, mi, do
ti, so, so, mi, la
ti, so, so, re, mi
ti, so, so, ti, fa
ti, so, so, ti, mi
ti, so, so, ti, re
ti, so, ti, do, fa
ti, so, ti, do, mi
ti, so, ti, do, re
ti, so, ti, fa, fa
ti, so, ti, fa, so
ti, so, ti, la, fa
ti, so, ti, la, mi
ti, so, ti, la, ti
ti, so, ti, mi, re
ti, so, ti, mi, so
ti, so, ti, re, la
ti, so, ti, so, do
ti, so, ti, so, mi
ti, so, ti, so, ti
ti, so, ti, ti, do
ti, ti, do, do, do
ti, ti, do, do, mi
ti, ti, do, do, re
ti, ti, do, do, ti
ti, ti, do, fa, do
ti, ti, do, fa, re
ti, ti, do, fa, so
ti, ti, do, la, la
ti, ti, do, mi, la
ti, ti, do, mi, re
ti, ti, do, re, ti
ti, ti, do, so, re
ti, ti, fa, do, mi
ti, ti, fa, fa, fa
ti, ti, fa, fa, la
ti, ti, fa, fa, so
ti, ti, fa, fa, ti
ti, ti, fa, la, fa
ti, ti, fa, mi, fa
ti, ti, fa, mi, la
ti, ti, fa, mi, ti
ti, ti, fa, re, mi
ti, ti, fa, so, do
ti, ti, fa, so, re
ti, ti, fa, ti, mi
ti, ti, fa, ti, ti
ti, ti, la, do, mi
ti, ti, la, fa, fa
ti, ti, la, fa, mi
ti, ti, la, la, la
ti, ti, la, mi, fa
ti, ti, la, mi, so
ti, ti, la, re, fa
ti, ti, la, re, la
ti, ti, la, re, re
ti, ti, la, re, ti
ti, ti, la, so, mi
ti, ti, la, ti, do
ti, ti, la, ti, la
ti, ti, la, ti, so
ti, ti, mi, do, do
ti, ti, mi, fa, fa
ti, ti, mi, fa, la
ti, ti, mi, fa, so
ti, ti, mi, mi, fa
ti, ti, mi, mi, re
ti, ti, mi, re, mi
ti, ti, mi, so, fa
ti, ti, mi, so, re
ti, ti, mi, so, ti
ti, ti, mi, ti, do
ti, ti, mi, ti, so
ti, ti, re, do, mi
ti, ti, re, fa, fa
ti, ti, re, fa, mi
ti, ti, re, fa, re
ti, ti, re, la, fa
ti, ti, re, la, so
ti, ti, re, mi, la
ti, ti, re, mi, re
ti, ti, re, mi, so
ti, ti, re, mi, ti
ti, ti, re, re, re
ti, ti, re, re, ti
ti, ti, re, so, so
ti, ti, re, so, ti
ti, ti, so, do, fa
ti, ti, so, fa, do
ti, ti, so, fa, fa
ti, ti, so, fa, mi
ti, ti, so, la, fa
ti, ti, so, la, so
ti, ti, so, la, ti
ti, ti, so, mi, ti
ti, ti, so, re, fa
ti, ti, so, re, la
ti, ti, so, re, mi
ti, ti, so, re, so
ti, ti, so, re, ti
ti, ti, so, so, so
ti, ti, so, ti, do
ti, ti, so, ti, la
ti, ti, so, ti, mi
ti, ti, ti, do, fa
ti, ti, ti, do, la
ti, ti, ti, do, re
ti, ti, ti, fa, so
ti, ti, ti, la, la
ti, ti, ti, la, mi
ti, ti, ti, la, so
ti, ti, ti, mi, do
ti, ti, ti, mi, la
ti, ti, ti, re, so
ti, ti, ti, so, do
ti, ti, ti, so, fa
ti, ti, ti, so, re
ti, ti, ti, ti, fa
ti, ti, ti, ti, mi
ti, ti, ti, ti, ti
